Datum,Lokalzeit,Last [kW],Globalstrahlung [W/m2],Lufttemperatur [°C]
29.03.2022,22:15:00,45063.96,0,11.6
29.03.2022,22:30:00,43980.7,0,11.6
29.03.2022,22:45:00,43479.69,0,11.6
29.03.2022,23:00:00,42275.71,0,11.6
29.03.2022,23:15:00,42139.28,0,11.2
29.03.2022,23:30:00,41079.26,0,11.2
29.03.2022,23:45:00,40522.63,0,11.2
30.03.2022,00:00:00,39366.78,0,11.2
30.03.2022,00:15:00,39793.91,0,10.2
30.03.2022,00:30:00,38270.06,0,10.2
30.03.2022,00:45:00,37513.78,0,10.2
30.03.2022,01:00:00,35951.54,0,10.2
30.03.2022,01:15:00,36312.52,0,8.8
30.03.2022,01:30:00,35163.65,0,8.8
30.03.2022,01:45:00,35336.33,0,8.8
30.03.2022,02:00:00,34306.08,0,8.8
30.03.2022,02:15:00,35157.08,0,8.9
30.03.2022,02:30:00,34718.51,0,8.9
30.03.2022,02:45:00,34473.31,0,8.9
30.03.2022,03:00:00,33659.35,0,8.9
30.03.2022,03:15:00,34393.15,0,8.8
30.03.2022,03:30:00,33916,0,8.8
30.03.2022,03:45:00,33621.53,0,8.8
30.03.2022,04:00:00,33125.42,0,8.8
30.03.2022,04:15:00,33749.7,0,8.7
30.03.2022,04:30:00,33484.26,0,8.7
30.03.2022,04:45:00,33692.19,0,8.7
30.03.2022,05:00:00,33874.93,0,8.7
30.03.2022,05:15:00,35593.44,0,8.1
30.03.2022,05:30:00,37332.41,0,8.1
30.03.2022,05:45:00,39161.9,0,8.1
30.03.2022,06:00:00,41159.96,0,8.1
30.03.2022,06:15:00,43888.15,0,7.7
30.03.2022,06:30:00,45240.16,0,7.7
30.03.2022,06:45:00,46526.23,0,7.7
30.03.2022,07:00:00,47911.71,0,7.7
30.03.2022,07:15:00,48673.93,11.1,10.9
30.03.2022,07:30:00,49160.11,11.1,10.9
30.03.2022,07:45:00,48519.51,11.1,10.9
30.03.2022,08:00:00,48978.58,11.1,10.9
30.03.2022,08:15:00,48679.94,66.7,11.2
30.03.2022,08:30:00,49055.32,66.7,11.2
30.03.2022,08:45:00,47925.35,66.7,11.2
30.03.2022,09:00:00,47688.92,66.7,11.2
30.03.2022,09:15:00,46744.04,75,11.6
30.03.2022,09:30:00,46776.69,75,11.6
30.03.2022,09:45:00,47421.37,75,11.6
30.03.2022,10:00:00,47477.8,75,11.6
30.03.2022,10:15:00,47210.28,97.2,9.8
30.03.2022,10:30:00,47082.86,97.2,9.8
30.03.2022,10:45:00,47478.82,97.2,9.8
30.03.2022,11:00:00,47291.06,97.2,9.8
30.03.2022,11:15:00,47238.94,152.8,10.3
30.03.2022,11:30:00,48220.6,152.8,10.3
30.03.2022,11:45:00,50705.04,152.8,10.3
30.03.2022,12:00:00,50772.78,152.8,10.3
30.03.2022,12:15:00,48152.17,188.9,10.1
30.03.2022,12:30:00,44991.86,188.9,10.1
30.03.2022,12:45:00,44194.42,188.9,10.1
30.03.2022,13:00:00,43027.68,188.9,10.1
30.03.2022,13:15:00,42397.64,219.4,10.2
30.03.2022,13:30:00,40865.75,219.4,10.2
30.03.2022,13:45:00,40038.76,219.4,10.2
30.03.2022,14:00:00,38573.18,219.4,10.2
30.03.2022,14:15:00,40400.12,375,11.7
30.03.2022,14:30:00,39835.32,375,11.7
30.03.2022,14:45:00,39620.45,375,11.7
30.03.2022,15:00:00,36534.35,375,11.7
30.03.2022,15:15:00,37062.3,413.9,12.8
30.03.2022,15:30:00,35184.85,413.9,12.8
30.03.2022,15:45:00,36608.04,413.9,12.8
30.03.2022,16:00:00,37520.22,413.9,12.8
30.03.2022,16:15:00,38891.47,350,13.6
30.03.2022,16:30:00,40427.51,350,13.6
30.03.2022,16:45:00,39832.75,350,13.6
30.03.2022,17:00:00,39638.62,350,13.6
30.03.2022,17:15:00,40030.09,211.1,13.2
30.03.2022,17:30:00,41093.46,211.1,13.2
30.03.2022,17:45:00,43518.25,211.1,13.2
30.03.2022,18:00:00,45889.97,211.1,13.2
30.03.2022,18:15:00,47572.12,16.7,8.3
30.03.2022,18:30:00,48965.24,16.7,8.3
30.03.2022,18:45:00,49835.84,16.7,8.3
30.03.2022,19:00:00,50123.46,16.7,8.3
30.03.2022,19:15:00,50083.71,0,8.1
30.03.2022,19:30:00,49748.03,0,8.1
30.03.2022,19:45:00,50552.29,0,8.1
30.03.2022,20:00:00,50793.51,0,8.1
30.03.2022,20:15:00,52070.99,0,8.2
30.03.2022,20:30:00,52384.84,0,8.2
30.03.2022,20:45:00,52530.3,0,8.2
30.03.2022,21:00:00,51274.13,0,8.2
30.03.2022,21:15:00,51600.71,0,7.7
30.03.2022,21:30:00,50275.4,0,7.7
30.03.2022,21:45:00,49053.79,0,7.7
30.03.2022,22:00:00,47662.87,0,7.7
30.03.2022,22:15:00,47871.74,0,7.6
30.03.2022,22:30:00,46970.72,0,7.6
30.03.2022,22:45:00,46491.13,0,7.6
30.03.2022,23:00:00,44776.82,0,7.6
30.03.2022,23:15:00,44465.09,0,7.6
30.03.2022,23:30:00,43614.5,0,7.6
30.03.2022,23:45:00,42965.44,0,7.6
31.03.2022,00:00:00,41937.57,0,7.6
31.03.2022,00:15:00,42215.06,0,7.8
31.03.2022,00:30:00,40814.21,0,7.8
31.03.2022,00:45:00,40135.88,0,7.8
31.03.2022,01:00:00,38709.14,0,7.8
31.03.2022,01:15:00,39415.72,0,7.5
31.03.2022,01:30:00,38160.3,0,7.5
31.03.2022,01:45:00,37825.51,0,7.5
31.03.2022,02:00:00,37074.25,0,7.5
31.03.2022,02:15:00,37911.96,0,7.4
31.03.2022,02:30:00,37694.5,0,7.4
31.03.2022,02:45:00,37544.76,0,7.4
31.03.2022,03:00:00,37085.55,0,7.4
31.03.2022,03:15:00,37454.05,0,7.2
31.03.2022,03:30:00,37264.4,0,7.2
31.03.2022,03:45:00,36915.08,0,7.2
31.03.2022,04:00:00,36539.22,0,7.2
31.03.2022,04:15:00,36863.28,0,7.4
31.03.2022,04:30:00,36602.12,0,7.4
31.03.2022,04:45:00,36928.49,0,7.4
31.03.2022,05:00:00,37106.59,0,7.4
31.03.2022,05:15:00,38788.15,0,7.4
31.03.2022,05:30:00,39461.68,0,7.4
31.03.2022,05:45:00,40927.27,0,7.4
31.03.2022,06:00:00,42965.72,0,7.4
31.03.2022,06:15:00,44585.61,0,7.4
31.03.2022,06:30:00,46896.25,0,7.4
31.03.2022,06:45:00,48020.68,0,7.4
31.03.2022,07:00:00,50178.93,0,7.4
31.03.2022,07:15:00,50689.2,8.3,7.4
31.03.2022,07:30:00,50992.38,8.3,7.4
31.03.2022,07:45:00,50998.81,8.3,7.4
31.03.2022,08:00:00,51419.52,8.3,7.4
31.03.2022,08:15:00,51886.79,66.7,8.2
31.03.2022,08:30:00,51660.11,66.7,8.2
31.03.2022,08:45:00,49954.24,66.7,8.2
31.03.2022,09:00:00,48231.37,66.7,8.2
31.03.2022,09:15:00,46252.36,172.2,9
31.03.2022,09:30:00,44274.78,172.2,9
31.03.2022,09:45:00,42364.2,172.2,9
31.03.2022,10:00:00,41894.54,172.2,9
31.03.2022,10:15:00,41400.16,238.9,9.4
31.03.2022,10:30:00,41712.35,238.9,9.4
31.03.2022,10:45:00,39211.43,238.9,9.4
31.03.2022,11:00:00,38517.51,238.9,9.4
31.03.2022,11:15:00,40965.14,397.2,10.7
31.03.2022,11:30:00,41373.91,397.2,10.7
31.03.2022,11:45:00,42870.74,397.2,10.7
31.03.2022,12:00:00,42963.86,397.2,10.7
31.03.2022,12:15:00,40494.78,205.6,10.9
31.03.2022,12:30:00,38201.44,205.6,10.9
31.03.2022,12:45:00,37062.66,205.6,10.9
31.03.2022,13:00:00,37435.7,205.6,10.9
31.03.2022,13:15:00,37484.99,311.1,11.7
31.03.2022,13:30:00,38030.26,311.1,11.7
31.03.2022,13:45:00,37181.26,311.1,11.7
31.03.2022,14:00:00,36538.75,311.1,11.7
31.03.2022,14:15:00,35487.98,294.4,12.3
31.03.2022,14:30:00,35826.21,294.4,12.3
31.03.2022,14:45:00,35768.42,294.4,12.3
31.03.2022,15:00:00,36993.53,294.4,12.3
31.03.2022,15:15:00,38660.67,236.1,11.3
31.03.2022,15:30:00,40097.7,236.1,11.3
31.03.2022,15:45:00,41907.14,236.1,11.3
31.03.2022,16:00:00,41955.46,236.1,11.3
31.03.2022,16:15:00,43131.24,227.8,9.8
31.03.2022,16:30:00,43323.9,227.8,9.8
31.03.2022,16:45:00,44287.28,227.8,9.8
31.03.2022,17:00:00,44826.69,227.8,9.8
31.03.2022,17:15:00,45028.37,66.7,8.8
31.03.2022,17:30:00,46202.56,66.7,8.8
31.03.2022,17:45:00,46560.75,66.7,8.8
31.03.2022,18:00:00,47641.18,66.7,8.8
31.03.2022,18:15:00,49576.56,25,8.3
31.03.2022,18:30:00,50631.05,25,8.3
31.03.2022,18:45:00,51111.31,25,8.3
31.03.2022,19:00:00,51225.39,25,8.3
31.03.2022,19:15:00,52151.9,2.8,7.9
31.03.2022,19:30:00,52081.49,2.8,7.9
31.03.2022,19:45:00,52945.35,2.8,7.9
31.03.2022,20:00:00,53004.7,2.8,7.9
31.03.2022,20:15:00,54663.64,0,6.9
31.03.2022,20:30:00,54461.5,0,6.9
31.03.2022,20:45:00,53943.84,0,6.9
31.03.2022,21:00:00,52158.76,0,6.9
31.03.2022,21:15:00,52696.84,0,6.6
31.03.2022,21:30:00,51473.07,0,6.6
31.03.2022,21:45:00,50792.8,0,6.6
31.03.2022,22:00:00,49208.38,0,6.6
31.03.2022,22:15:00,50181.01,0,5.8
31.03.2022,22:30:00,49101.85,0,5.8
31.03.2022,22:45:00,48514.97,0,5.8
31.03.2022,23:00:00,47178.38,0,5.8
31.03.2022,23:15:00,46897.09,0,5.8
31.03.2022,23:30:00,45777.44,0,5.8
31.03.2022,23:45:00,44965.21,0,5.8
01.04.2022,00:00:00,43923.6,0,5.8
01.04.2022,00:15:00,43802.91,0,6.1
01.04.2022,00:30:00,42950.3,0,6.1
01.04.2022,00:45:00,42195.37,0,6.1
01.04.2022,01:00:00,40711.44,0,6.1
01.04.2022,01:15:00,41087.76,0,5.6
01.04.2022,01:30:00,39995.29,0,5.6
01.04.2022,01:45:00,39671.71,0,5.6
01.04.2022,02:00:00,39080.02,0,5.6
01.04.2022,02:15:00,40374.86,0,4.8
01.04.2022,02:30:00,40224.86,0,4.8
01.04.2022,02:45:00,40199.5,0,4.8
01.04.2022,03:00:00,39528.57,0,4.8
01.04.2022,03:15:00,40289.87,0,4.7
01.04.2022,03:30:00,39425.94,0,4.7
01.04.2022,03:45:00,38978.69,0,4.7
01.04.2022,04:00:00,38890.26,0,4.7
01.04.2022,04:15:00,39626.09,0,4.7
01.04.2022,04:30:00,39354.89,0,4.7
01.04.2022,04:45:00,40104.95,0,4.7
01.04.2022,05:00:00,40526.43,0,4.7
01.04.2022,05:15:00,41272.69,0,4.4
01.04.2022,05:30:00,42665.78,0,4.4
01.04.2022,05:45:00,44276.54,0,4.4
01.04.2022,06:00:00,46042.92,0,4.4
01.04.2022,06:15:00,48119.25,0,4.4
01.04.2022,06:30:00,50430.19,0,4.4
01.04.2022,06:45:00,51680.03,0,4.4
01.04.2022,07:00:00,52741.54,0,4.4
01.04.2022,07:15:00,53237.85,2.8,4.3
01.04.2022,07:30:00,53684.17,2.8,4.3
01.04.2022,07:45:00,54978.61,2.8,4.3
01.04.2022,08:00:00,55540.19,2.8,4.3
01.04.2022,08:15:00,55415.07,16.7,3.8
01.04.2022,08:30:00,55048.51,16.7,3.8
01.04.2022,08:45:00,55138.49,16.7,3.8
01.04.2022,09:00:00,55432.46,16.7,3.8
01.04.2022,09:15:00,53881.66,27.8,3.9
01.04.2022,09:30:00,54301.33,27.8,3.9
01.04.2022,09:45:00,54356.05,27.8,3.9
01.04.2022,10:00:00,54147.23,27.8,3.9
01.04.2022,10:15:00,54383.73,66.7,4.2
01.04.2022,10:30:00,54575.51,66.7,4.2
01.04.2022,10:45:00,53764.47,66.7,4.2
01.04.2022,11:00:00,53568.63,66.7,4.2
01.04.2022,11:15:00,54243.7,105.6,3.7
01.04.2022,11:30:00,55255.19,105.6,3.7
01.04.2022,11:45:00,56687.49,105.6,3.7
01.04.2022,12:00:00,56994.31,105.6,3.7
01.04.2022,12:15:00,53413,72.2,3.4
01.04.2022,12:30:00,50588.64,72.2,3.4
01.04.2022,12:45:00,49493.37,72.2,3.4
01.04.2022,13:00:00,48907.98,72.2,3.4
01.04.2022,13:15:00,49237.3,180.6,3.7
01.04.2022,13:30:00,48459.97,180.6,3.7
01.04.2022,13:45:00,47882.65,180.6,3.7
01.04.2022,14:00:00,48413.68,180.6,3.7
01.04.2022,14:15:00,48494.4,241.7,3.9
01.04.2022,14:30:00,48653.09,241.7,3.9
01.04.2022,14:45:00,48507.75,241.7,3.9
01.04.2022,15:00:00,48497.42,241.7,3.9
01.04.2022,15:15:00,49144.23,111.1,3.7
01.04.2022,15:30:00,47954.33,111.1,3.7
01.04.2022,15:45:00,48061.11,111.1,3.7
01.04.2022,16:00:00,49027.8,111.1,3.7
01.04.2022,16:15:00,49936.89,55.6,3.2
01.04.2022,16:30:00,49855.94,55.6,3.2
01.04.2022,16:45:00,50425.51,55.6,3.2
01.04.2022,17:00:00,51263.57,55.6,3.2
01.04.2022,17:15:00,52140.46,41.7,1.2
01.04.2022,17:30:00,53017.86,41.7,1.2
01.04.2022,17:45:00,54789.96,41.7,1.2
01.04.2022,18:00:00,55876.66,41.7,1.2
01.04.2022,18:15:00,55895.6,11.1,1.2
01.04.2022,18:30:00,56820.11,11.1,1.2
01.04.2022,18:45:00,57574.67,11.1,1.2
01.04.2022,19:00:00,57151.72,11.1,1.2
01.04.2022,19:15:00,57645.58,2.8,1.1
01.04.2022,19:30:00,57092.61,2.8,1.1
01.04.2022,19:45:00,57957.28,2.8,1.1
01.04.2022,20:00:00,58024.34,2.8,1.1
01.04.2022,20:15:00,59334.08,0,0.6
01.04.2022,20:30:00,59076.6,0,0.6
01.04.2022,20:45:00,58840.91,0,0.6
01.04.2022,21:00:00,57871.53,0,0.6
01.04.2022,21:15:00,57880.9,0,1.1
01.04.2022,21:30:00,56030.89,0,1.1
01.04.2022,21:45:00,55293.3,0,1.1
01.04.2022,22:00:00,54383.05,0,1.1
01.04.2022,22:15:00,54870.93,0,1.3
01.04.2022,22:30:00,54278.99,0,1.3
01.04.2022,22:45:00,54345.07,0,1.3
01.04.2022,23:00:00,53006.45,0,1.3
01.04.2022,23:15:00,52804.64,0,1.3
01.04.2022,23:30:00,51984.53,0,1.3
01.04.2022,23:45:00,52007.7,0,1.3
02.04.2022,00:00:00,50671.95,0,1.3
02.04.2022,00:15:00,50959.65,0,1.1
02.04.2022,00:30:00,49848,0,1.1
02.04.2022,00:45:00,49688.76,0,1.1
02.04.2022,01:00:00,48653.18,0,1.1
02.04.2022,01:15:00,47979.51,0,1.1
02.04.2022,01:30:00,47193.9,0,1.1
02.04.2022,01:45:00,47073.88,0,1.1
02.04.2022,02:00:00,45672.72,0,1.1
02.04.2022,02:15:00,46639.09,0,0.4
02.04.2022,02:30:00,46821.02,0,0.4
02.04.2022,02:45:00,46624.83,0,0.4
02.04.2022,03:00:00,45620.58,0,0.4
02.04.2022,03:15:00,46314.48,0,0.1
02.04.2022,03:30:00,45899.35,0,0.1
02.04.2022,03:45:00,45493.54,0,0.1
02.04.2022,04:00:00,44791.17,0,0.1
02.04.2022,04:15:00,45764,0,-0.1
02.04.2022,04:30:00,45116.25,0,-0.1
02.04.2022,04:45:00,45101.8,0,-0.1
02.04.2022,05:00:00,45161.92,0,-0.1
02.04.2022,05:15:00,45943.15,0,-0.2
02.04.2022,05:30:00,46994.04,0,-0.2
02.04.2022,05:45:00,47130.89,0,-0.2
02.04.2022,06:00:00,47461.27,0,-0.2
02.04.2022,06:15:00,48148.11,0,-0.1
02.04.2022,06:30:00,48393.69,0,-0.1
02.04.2022,06:45:00,48682.56,0,-0.1
02.04.2022,07:00:00,49352.46,0,-0.1
02.04.2022,07:15:00,48796.25,5.6,0
02.04.2022,07:30:00,49054.57,5.6,0
02.04.2022,07:45:00,49308.37,5.6,0
02.04.2022,08:00:00,49856.6,5.6,0
02.04.2022,08:15:00,50678.37,16.7,0.3
02.04.2022,08:30:00,51273.62,16.7,0.3
02.04.2022,08:45:00,51927.56,16.7,0.3
02.04.2022,09:00:00,52084.37,16.7,0.3
02.04.2022,09:15:00,52025.35,36.1,0.4
02.04.2022,09:30:00,52121.48,36.1,0.4
02.04.2022,09:45:00,52278.22,36.1,0.4
02.04.2022,10:00:00,52050.83,36.1,0.4
02.04.2022,10:15:00,52838.4,88.9,0.6
02.04.2022,10:30:00,52630.53,88.9,0.6
02.04.2022,10:45:00,51684.26,88.9,0.6
02.04.2022,11:00:00,51772.52,88.9,0.6
02.04.2022,11:15:00,51316.11,97.2,1.2
02.04.2022,11:30:00,51957.01,97.2,1.2
02.04.2022,11:45:00,52779.86,97.2,1.2
02.04.2022,12:00:00,52438.35,97.2,1.2
02.04.2022,12:15:00,50384.69,191.7,1.5
02.04.2022,12:30:00,48274.62,191.7,1.5
02.04.2022,12:45:00,48386.47,191.7,1.5
02.04.2022,13:00:00,48381.71,191.7,1.5
02.04.2022,13:15:00,48313.39,127.8,1.6
02.04.2022,13:30:00,48522.78,127.8,1.6
02.04.2022,13:45:00,48670.01,127.8,1.6
02.04.2022,14:00:00,48433.86,127.8,1.6
02.04.2022,14:15:00,48182.54,166.7,2
02.04.2022,14:30:00,47825.56,166.7,2
02.04.2022,14:45:00,48640.69,166.7,2
02.04.2022,15:00:00,49021.7,166.7,2
02.04.2022,15:15:00,49087.02,125,1.8
02.04.2022,15:30:00,49087.68,125,1.8
02.04.2022,15:45:00,49501.91,125,1.8
02.04.2022,16:00:00,49044.46,125,1.8
02.04.2022,16:15:00,49820.91,119.4,1.6
02.04.2022,16:30:00,50273.5,119.4,1.6
02.04.2022,16:45:00,50383.12,119.4,1.6
02.04.2022,17:00:00,50623.14,119.4,1.6
02.04.2022,17:15:00,51211.96,88.9,1.3
02.04.2022,17:30:00,52156.22,88.9,1.3
02.04.2022,17:45:00,53188.51,88.9,1.3
02.04.2022,18:00:00,53984.17,88.9,1.3
02.04.2022,18:15:00,54724.72,41.7,0.7
02.04.2022,18:30:00,54990.14,41.7,0.7
02.04.2022,18:45:00,55692.43,41.7,0.7
02.04.2022,19:00:00,55957.75,41.7,0.7
02.04.2022,19:15:00,56480.37,8.3,0.3
02.04.2022,19:30:00,55914.65,8.3,0.3
02.04.2022,19:45:00,56628.14,8.3,0.3
02.04.2022,20:00:00,57134.41,8.3,0.3
02.04.2022,20:15:00,57402.94,0,-0.2
02.04.2022,20:30:00,56450.66,0,-0.2
02.04.2022,20:45:00,55702.08,0,-0.2
02.04.2022,21:00:00,55775.24,0,-0.2
02.04.2022,21:15:00,55600.2,0,-0.3
02.04.2022,21:30:00,54171.45,0,-0.3
02.04.2022,21:45:00,53428.74,0,-0.3
02.04.2022,22:00:00,52241.06,0,-0.3
02.04.2022,22:15:00,52670.84,0,-0.3
02.04.2022,22:30:00,52250.38,0,-0.3
02.04.2022,22:45:00,52629.98,0,-0.3
02.04.2022,23:00:00,52479.72,0,-0.3
02.04.2022,23:15:00,51700.17,0,-0.6
02.04.2022,23:30:00,50586.37,0,-0.6
02.04.2022,23:45:00,49998.1,0,-0.6
03.04.2022,00:00:00,48825.35,0,-0.6
03.04.2022,00:15:00,48627.09,0,-0.4
03.04.2022,00:30:00,48233.38,0,-0.4
03.04.2022,00:45:00,47361.28,0,-0.4
03.04.2022,01:00:00,46532.96,0,-0.4
03.04.2022,01:15:00,45960.63,0,-0.6
03.04.2022,01:30:00,44599.29,0,-0.6
03.04.2022,01:45:00,45154.4,0,-0.6
03.04.2022,02:00:00,44892.29,0,-0.6
03.04.2022,02:15:00,44944.05,0,-0.3
03.04.2022,02:30:00,44540.59,0,-0.3
03.04.2022,02:45:00,43980.52,0,-0.3
03.04.2022,03:00:00,43983.07,0,-0.3
03.04.2022,03:15:00,44117.18,0,-0.1
03.04.2022,03:30:00,43623.17,0,-0.1
03.04.2022,03:45:00,43142.68,0,-0.1
03.04.2022,04:00:00,43669.4,0,-0.1
03.04.2022,04:15:00,43686.22,0,-0.5
03.04.2022,04:30:00,44200.49,0,-0.5
03.04.2022,04:45:00,43620.65,0,-0.5
03.04.2022,05:00:00,43725.41,0,-0.5
03.04.2022,05:15:00,43653.18,0,-0.4
03.04.2022,05:30:00,44287.23,0,-0.4
03.04.2022,05:45:00,44568.64,0,-0.4
03.04.2022,06:00:00,45510.14,0,-0.4
03.04.2022,06:15:00,44842.87,0,-0.8
03.04.2022,06:30:00,44984.4,0,-0.8
03.04.2022,06:45:00,45464.62,0,-0.8
03.04.2022,07:00:00,46180.33,0,-0.8
03.04.2022,07:15:00,45531.69,11.1,-0.6
03.04.2022,07:30:00,45285.95,11.1,-0.6
03.04.2022,07:45:00,46054.32,11.1,-0.6
03.04.2022,08:00:00,46628.8,11.1,-0.6
03.04.2022,08:15:00,46570.5,77.8,0.5
03.04.2022,08:30:00,47078.16,77.8,0.5
03.04.2022,08:45:00,46997.06,77.8,0.5
03.04.2022,09:00:00,46397.5,77.8,0.5
03.04.2022,09:15:00,45611.88,261.1,1.6
03.04.2022,09:30:00,44495.94,261.1,1.6
03.04.2022,09:45:00,44140.97,261.1,1.6
03.04.2022,10:00:00,42441.57,261.1,1.6
03.04.2022,10:15:00,41961.37,461.1,2.1
03.04.2022,10:30:00,41768.54,461.1,2.1
03.04.2022,10:45:00,42578.19,461.1,2.1
03.04.2022,11:00:00,43411.28,461.1,2.1
03.04.2022,11:15:00,42952.9,352.8,2.5
03.04.2022,11:30:00,42943.48,352.8,2.5
03.04.2022,11:45:00,44719.44,352.8,2.5
03.04.2022,12:00:00,45181.4,352.8,2.5
03.04.2022,12:15:00,45614.49,191.7,2.2
03.04.2022,12:30:00,45688.01,191.7,2.2
03.04.2022,12:45:00,46437.69,191.7,2.2
03.04.2022,13:00:00,46177.62,191.7,2.2
03.04.2022,13:15:00,46496.05,183.3,2.3
03.04.2022,13:30:00,45716.63,183.3,2.3
03.04.2022,13:45:00,45894.74,183.3,2.3
03.04.2022,14:00:00,45250.48,183.3,2.3
03.04.2022,14:15:00,44845.87,166.7,2.8
03.04.2022,14:30:00,44712.65,166.7,2.8
03.04.2022,14:45:00,44019.82,166.7,2.8
03.04.2022,15:00:00,44051.96,166.7,2.8
03.04.2022,15:15:00,43922.04,208.3,3.1
03.04.2022,15:30:00,43280.48,208.3,3.1
03.04.2022,15:45:00,42924.17,208.3,3.1
03.04.2022,16:00:00,42080.35,208.3,3.1
03.04.2022,16:15:00,42232.85,205.6,3.3
03.04.2022,16:30:00,42597.54,205.6,3.3
03.04.2022,16:45:00,43212.44,205.6,3.3
03.04.2022,17:00:00,43068.5,205.6,3.3
03.04.2022,17:15:00,44997.81,155.6,3.1
03.04.2022,17:30:00,45991.8,155.6,3.1
03.04.2022,17:45:00,47777.39,155.6,3.1
03.04.2022,18:00:00,48854.07,155.6,3.1
03.04.2022,18:15:00,50087.93,80.6,2.1
03.04.2022,18:30:00,50661.57,80.6,2.1
03.04.2022,18:45:00,51540.42,80.6,2.1
03.04.2022,19:00:00,51613.01,80.6,2.1
03.04.2022,19:15:00,52056.78,8.3,1.8
03.04.2022,19:30:00,52350.96,8.3,1.8
03.04.2022,19:45:00,53327.45,8.3,1.8
03.04.2022,20:00:00,54103.46,8.3,1.8
03.04.2022,20:15:00,55264.04,0,1.7
03.04.2022,20:30:00,54854.34,0,1.7
03.04.2022,20:45:00,54430.38,0,1.7
03.04.2022,21:00:00,53763.45,0,1.7
03.04.2022,21:15:00,53127.83,0,1.7
03.04.2022,21:30:00,52349.53,0,1.7
03.04.2022,21:45:00,51281.89,0,1.7
03.04.2022,22:00:00,50399.31,0,1.7
03.04.2022,22:15:00,51256.99,0,1.5
03.04.2022,22:30:00,50514.12,0,1.5
03.04.2022,22:45:00,49621.48,0,1.5
03.04.2022,23:00:00,48307.98,0,1.5
03.04.2022,23:15:00,47845.04,0,1.2
03.04.2022,23:30:00,46816.28,0,1.2
03.04.2022,23:45:00,47033.38,0,1.2
04.04.2022,00:00:00,46208.86,0,1.2
04.04.2022,00:15:00,46617.67,0,-0.4
04.04.2022,00:30:00,46347.42,0,-0.4
04.04.2022,00:45:00,46443.9,0,-0.4
04.04.2022,01:00:00,45647.47,0,-0.4
04.04.2022,01:15:00,45364.2,0,-0.8
04.04.2022,01:30:00,44629.34,0,-0.8
04.04.2022,01:45:00,45234.6,0,-0.8
04.04.2022,02:00:00,44941.37,0,-0.8
04.04.2022,02:15:00,45538.09,0,-1.5
04.04.2022,02:30:00,45690.21,0,-1.5
04.04.2022,02:45:00,45418.4,0,-1.5
04.04.2022,03:00:00,45608.46,0,-1.5
04.04.2022,03:15:00,45930.54,0,-2.2
04.04.2022,03:30:00,45782.97,0,-2.2
04.04.2022,03:45:00,45846.35,0,-2.2
04.04.2022,04:00:00,46176.09,0,-2.2
04.04.2022,04:15:00,46757.16,0,-2.3
04.04.2022,04:30:00,46744.85,0,-2.3
04.04.2022,04:45:00,47674.83,0,-2.3
04.04.2022,05:00:00,47383.05,0,-2.3
04.04.2022,05:15:00,48776.13,0,-1.8
04.04.2022,05:30:00,50000.15,0,-1.8
04.04.2022,05:45:00,51475.33,0,-1.8
04.04.2022,06:00:00,52525.17,0,-1.8
04.04.2022,06:15:00,54306.71,0,-1.6
04.04.2022,06:30:00,55338.42,0,-1.6
04.04.2022,06:45:00,56139.5,0,-1.6
04.04.2022,07:00:00,56480.2,0,-1.6
04.04.2022,07:15:00,56365.84,19.4,-1.3
04.04.2022,07:30:00,56982.9,19.4,-1.3
04.04.2022,07:45:00,57277.7,19.4,-1.3
04.04.2022,08:00:00,56889.65,19.4,-1.3
04.04.2022,08:15:00,56177.07,111.1,-0.5
04.04.2022,08:30:00,54685.72,111.1,-0.5
04.04.2022,08:45:00,53049.54,111.1,-0.5
04.04.2022,09:00:00,51277.08,111.1,-0.5
04.04.2022,09:15:00,49334.24,272.2,1.5
04.04.2022,09:30:00,47894.56,272.2,1.5
04.04.2022,09:45:00,47291.48,272.2,1.5
04.04.2022,10:00:00,46198.05,272.2,1.5
04.04.2022,10:15:00,44524.89,352.8,3
04.04.2022,10:30:00,43804.95,352.8,3
04.04.2022,10:45:00,43418.82,352.8,3
04.04.2022,11:00:00,42823.91,352.8,3
04.04.2022,11:15:00,44189.22,286.1,3.3
04.04.2022,11:30:00,44647.13,286.1,3.3
04.04.2022,11:45:00,45396.87,286.1,3.3
04.04.2022,12:00:00,44780.82,286.1,3.3
04.04.2022,12:15:00,41103.44,402.8,4.7
04.04.2022,12:30:00,38575.37,402.8,4.7
04.04.2022,12:45:00,37876.24,402.8,4.7
04.04.2022,13:00:00,37148.55,402.8,4.7
04.04.2022,13:15:00,36899.58,336.1,5.2
04.04.2022,13:30:00,36900.14,336.1,5.2
04.04.2022,13:45:00,36659.1,336.1,5.2
04.04.2022,14:00:00,36218.66,336.1,5.2
04.04.2022,14:15:00,36082.43,669.4,6.9
04.04.2022,14:30:00,36430.96,669.4,6.9
04.04.2022,14:45:00,34911.33,669.4,6.9
04.04.2022,15:00:00,34900.4,669.4,6.9
04.04.2022,15:15:00,34387.6,630.6,7.2
04.04.2022,15:30:00,33639.59,630.6,7.2
04.04.2022,15:45:00,33892.04,630.6,7.2
04.04.2022,16:00:00,33595.76,630.6,7.2
04.04.2022,16:15:00,34197.9,502.8,7.4
04.04.2022,16:30:00,34831.07,502.8,7.4
04.04.2022,16:45:00,34733.86,502.8,7.4
04.04.2022,17:00:00,35184.7,502.8,7.4
